State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Indiana,Blowing Snow,2011-01-26,1,Rural-Principal Arterial-Interstate,56,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,26,3
Indiana,Blowing Snow,2011-01-26,1,Rural-Principal Arterial-Interstate,58,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,26,3
Iowa,Cloudy,2011-02-15,1,Urban-Other Principal Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,15,2
Kansas,Clear,2011-02-18,1,Rural-Local Road or Street,62,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,18,5
Kansas,Clear,2011-02-18,1,Rural-Local Road or Street,66,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,18,5
Kentucky,Cloudy,2011-02-01,1,Urban-Minor Arterial,23,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,1,2
Kentucky,Cloudy,2011-02-01,1,Urban-Minor Arterial,49,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,1,2
Louisiana,Cloudy,2011-01-11,1,Urban-Local Road or Street,48,,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,11,2
Maine,Cloudy,2011-05-28,1,Rural-Local Road or Street,19,0.14,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,5,28,6
Maine,Cloudy,2011-05-28,1,Rural-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,5,28,6
Maine,Cloudy,2011-05-28,1,Rural-Local Road or Street,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,28,6
Maryland,Clear,2011-02-20,1,Urban-Minor Arterial,43,,Driver of a Motor Vehicle In-Transport,Yes,,Male,Non-incapacitating Evident Injury (B),2011,2,20,7
Maryland,Clear,2011-02-20,1,Urban-Minor Arterial,46,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,20,7
Massachusetts,Clear,2011-04-02,1,Urban-Local Road or Street,39,,Driver of a Motor Vehicle In-Transport,Not Reported,All other races,Female,Fatal Injury (K),2011,4,2,6
Michigan,Snow,2011-01-27,2,Urban-Minor Arterial,16,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,27,4
Minnesota,Clear,2011-03-05,2,Urban-Principal Arterial-Other Freeways or Expressways,22,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,3,5,6
Mississippi,Clear,2011-01-31,1,Rural-Major Collector,40,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,31,1
Missouri,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-01,1,Rural-Principal Arterial-Other,55,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,1,2
Nebraska,Clear,2011-04-23,1,Rural-Local Road or Street,31,0.2,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,23,6
Nevada,Clear,2011-03-27,1,Urban-Principal Arterial-Other Freeways or Expressways,31,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,3,27,7
New Hampshire,Clear,2011-06-10,1,Rural-Minor Collector,63,,Bicyclist,Not Reported,,Male,Incapacitating Injury (A),2011,6,10,5
New Hampshire,Clear,2011-06-10,1,Rural-Minor Collector,64,0.0,Bicyclist,Not Reported,White,Male,Fatal Injury (K),2011,6,10,5
New Jersey,Clear,2011-02-27,1,Urban-Local Road or Street,18,0.13,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,27,7
New Mexico,Clear,2011-03-05,1,Rural-Principal Arterial-Other,51,,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,3,5,6
New York,Cloudy,2011-01-26,1,Urban-Local Road or Street,35,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,26,3
North Carolina,Clear,2011-01-29,1,Rural-Minor Arterial,53,0.0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,1,29,6
Ohio,Cloudy,2011-02-17,1,Rural-Major Collector,24,0.24,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,2,17,4
Oklahoma,Cloudy,2011-02-07,1,Urban-Local Road or Street,22,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,2,7,1
Oklahoma,Cloudy,2011-02-07,1,Urban-Local Road or Street,37,0.0,Pedestrian,Unknown,White,Female,Fatal Injury (K),2011,2,7,1
Oregon,Clear,2011-02-17,1,Rural-Minor Arterial,33,0.0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,2,17,4
Rhode Island,Clear,2011-08-12,1,Urban-Other Principal Arterial,30,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,8,12,5
Rhode Island,Clear,2011-08-12,1,Urban-Other Principal Arterial,47,0.15,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,8,12,5
South Carolina,Clear,2011-02-02,1,Urban-Other Principal Arterial,20,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,2,3
South Carolina,Clear,2011-02-02,1,Urban-Other Principal Arterial,62,0.0,Bicyclist,Not Reported,White,Male,Fatal Injury (K),2011,2,2,3
South Dakota,Cloudy,2011-07-16,1,Rural-Principal Arterial-Other,25,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,16,6
Tennessee,Rain,2011-01-18,1,Rural-Principal Arterial-Other,27,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,18,2
Texas,Clear,2011-01-07,1,Urban-Minor Arterial,49,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,7,5
Texas,Clear,2011-01-07,1,Urban-Minor Arterial,69,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
Utah,Clear,2011-03-26,2,Rural-Minor Arterial,17,0.14,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,26,6
Utah,Clear,2011-03-26,2,Rural-Minor Arterial,27,0.08,Passenger of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,3,26,6
Virginia,Clear,2011-01-06,1,Rural-Major Collector,56,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,6,4
Washington,Snow,2011-02-23,1,Rural-Principal Arterial-Other,19,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,23,3
Wisconsin,Clear,2011-01-22,1,Urban-Collector,78,,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,22,6
Alabama,Clear,2011-01-22,1,Urban-Principal Arterial-Other Freeways or Expressways,24,,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,1,22,6
Alabama,Clear,2011-01-22,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0.08,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,22,6
Alaska,Clear,2011-08-05,1,Rural-Local Road or Street,33,0.0,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,8,5,5
Arizona,Clear,2011-01-07,1,Urban-Collector,48,0.0,Bicyclist,Yes,Unknown,Female,Fatal Injury (K),2011,1,7,5
Arkansas,Blowing Snow,2011-02-04,1,Rural-Principal Arterial-Other,42,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,4,5
Arkansas,Blowing Snow,2011-02-04,1,Rural-Principal Arterial-Other,49,0.0,Driver of a Motor Vehicle In-Transport,Unknown,All other races,Male,Fatal Injury (K),2011,2,4,5
California,Clear,2011-01-10,1,Urban-Principal Arterial-Other Freeways or Expressways,23,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),2011,1,10,1
California,Clear,2011-01-10,1,Urban-Principal Arterial-Other Freeways or Expressways,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,10,1
Colorado,Rain,2011-02-19,1,Urban-Other Principal Arterial,24,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,19,6
Connecticut,Clear,2011-03-17,1,Urban-Principal Arterial-Other Freeways or Expressways,28,0.12,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,17,4
Connecticut,Clear,2011-03-17,1,Urban-Principal Arterial-Other Freeways or Expressways,42,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,17,4
Delaware,Clear,2011-06-03,1,Rural-Principal Arterial-Other,60,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,6,3,5
Florida,Cloudy,2011-01-24,1,Urban-Principal Arterial-Interstate,35,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,24,1
Idaho,Clear,2011-05-21,1,Urban-Principal Arterial-Other Freeways or Expressways,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,5,21,6
Idaho,Clear,2011-05-21,1,Urban-Principal Arterial-Other Freeways or Expressways,19,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,21,6
Illinois,Clear,2011-01-08,1,Rural-Minor Collector,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,8,6
Illinois,Clear,2011-01-08,1,Rural-Minor Collector,21,0.01,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,8,6
Indiana,Clear,2011-01-17,1,Urban-Minor Arterial,60,0.17,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,17,1
Iowa,Snow,2011-03-07,2,Rural-Principal Arterial-Other,55,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,7,1
Kansas,Clear,2011-02-04,1,Rural-Local Road or Street,21,0.12,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,4,5
Kentucky,Cloudy,2011-02-02,1,Rural-Local Road or Street,30,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,2,3
Maine,Clear,2011-06-01,2,Rural-Local Road or Street,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,6,1,3
Maryland,Clear,2011-02-18,1,Urban-Principal Arterial-Interstate,48,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,18,5
Michigan,Snow,2011-01-27,1,Rural-Principal Arterial-Interstate,33,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,27,4
Michigan,Snow,2011-01-27,1,Rural-Principal Arterial-Interstate,40,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,27,4
Missouri,Other,2011-02-03,1,Urban-Minor Arterial,60,0.0,Pedestrian,Not Reported,Black,Female,Fatal Injury (K),2011,2,3,4
Montana,Cloudy,2011-05-25,1,Rural-Local Road or Street,7,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,25,3
Nebraska,Cloudy,2011-04-23,1,Rural-Local Road or Street,42,0.18,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,4,23,6
Nevada,Clear,2011-01-25,1,Rural-Minor Collector,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,25,2
New Jersey,Clear,2011-02-19,1,Urban-Other Principal Arterial,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,19,6
New Jersey,Clear,2011-02-19,1,Urban-Other Principal Arterial,29,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,19,6
New York,Clear,2011-02-04,1,Rural-Local Road or Street,47,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,2,4,5
North Dakota,Clear,2011-06-22,1,Rural-Principal Arterial-Other,47,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,6,22,3
Ohio,Clear,2011-02-17,1,Rural-Major Collector,7,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,17,4
Ohio,Clear,2011-02-17,1,Rural-Major Collector,18,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,17,4
Oklahoma,Clear,2011-01-15,1,Urban-Local Road or Street,23,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,15,6
Oregon,Snow,2011-02-18,1,Rural-Principal Arterial-Interstate,37,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,18,5
Pennsylvania,Clear,2011-01-13,1,Urban-Minor Arterial,38,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,13,4
Rhode Island,Clear,2011-08-17,1,Urban-Other Principal Arterial,32,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,8,17,3
South Carolina,Rain,2011-02-04,1,Rural-Major Collector,55,0.15,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,4,5
South Dakota,Clear,2011-07-29,1,Rural-Principal Arterial-Interstate,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,7,29,5
Tennessee,Clear,2011-01-27,1,Rural-Local Road or Street,40,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,27,4
Texas,Clear,2011-01-07,1,Urban-Principal Arterial-Other Freeways or Expressways,42,,Pedestrian,Not Reported,Black,Female,Fatal Injury (K),2011,1,7,5
Utah,Clear,2011-05-03,1,Rural-Principal Arterial-Interstate,58,,Driver of a Motor Vehicle In-Transport,Yes,,Male,Incapacitating Injury (A),2011,5,3,2
Utah,Clear,2011-05-03,1,Rural-Principal Arterial-Interstate,58,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,5,3,2
Vermont,Cloudy,2011-10-04,1,Rural-Minor Arterial,51,0.19,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,10,4,2
Washington,Snow,2011-02-24,1,Urban-Minor Arterial,53,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,2,24,4
Wyoming,Cloudy,2011-06-18,1,Rural-Principal Arterial-Other,73,0.1,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,18,6
Alabama,Clear,2011-01-26,1,Rural-Major Collector,75,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,26,3
Alabama,Clear,2011-01-26,1,Rural-Major Collector,79,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,26,3
Alaska,Rain,2011-08-07,1,Rural-Unknown Rural,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,8,7,7
Alaska,Rain,2011-08-07,1,Rural-Unknown Rural,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,8,7,7
Arkansas,Rain,2011-02-04,1,Rural-Major Collector,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,4,5
Arkansas,Rain,2011-02-04,1,Rural-Major Collector,43,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,4,5
California,Cloudy,2011-01-10,1,Urban-Principal Arterial-Interstate,25,0.14,Pedestrian,Not Reported,\N,Female,Fatal Injury (K),2011,1,10,1
California,Cloudy,2011-01-10,1,Urban-Principal Arterial-Interstate,31,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,10,1
Colorado,Rain,2011-02-20,1,Urban-Minor Arterial,34,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,20,7
Connecticut,Clear,2011-01-30,1,Urban-Principal Arterial-Interstate,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,30,7
Florida,Cloudy,2011-01-25,1,Urban-Other Principal Arterial,60,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,25,2
Georgia,Clear,2011-01-16,1,Rural-Major Collector,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,16,7
Georgia,Clear,2011-01-16,1,Rural-Major Collector,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,16,7
Georgia,Clear,2011-01-16,1,Rural-Major Collector,29,0.0,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2011,1,16,7
Idaho,Clear,2011-06-11,1,Rural-Minor Arterial,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,6,11,6
Idaho,Clear,2011-06-11,1,Rural-Minor Arterial,63,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,11,6
Illinois,Clear,2011-01-28,1,Urban-Other Principal Arterial,82,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,28,5
Indiana,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-19,1,Rural-Principal Arterial-Interstate,50,,Driver of a Motor Vehicle In-Transport,Not Reported,Asian Indian,Male,Fatal Injury (K),2011,1,19,3
Iowa,Clear,2011-03-10,1,Rural-Major Collector,29,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,10,4
Iowa,Clear,2011-03-10,1,Rural-Major Collector,74,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,10,4
Louisiana,Rain,2011-01-31,1,Urban-Collector,70,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,31,1
Louisiana,Rain,2011-01-31,1,Urban-Collector,84,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,31,1
Maine,Rain,2011-06-09,1,Rural-Minor Arterial,28,0.02,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,6,9,4
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,18,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Not Reported,Possible Injury (C),2011,2,28,1
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,23,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Not Reported,Possible Injury (C),2011,2,28,1
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,26,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Not Reported,Possible Injury (C),2011,2,28,1
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,64,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Not Reported,Possible Injury (C),2011,2,28,1
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,67,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Not Reported,Possible Injury (C),2011,2,28,1
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,69,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,28,1
Maryland,Rain,2011-02-28,1,Urban-Principal Arterial-Interstate,97,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Not Reported,Possible Injury (C),2011,2,28,1
Massachusetts,Clear,2011-06-05,1,Urban-Principal Arterial-Interstate,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,6,5,7
Michigan,Clear,2011-01-24,1,Urban-Other Principal Arterial,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,24,1
Minnesota,Snow,2011-03-11,1,Urban-Minor Arterial,19,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,11,5
Mississippi,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-09,1,Rural-Major Collector,47,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7
Mississippi,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-09,1,Rural-Major Collector,72,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,9,7
Missouri,Cloudy,2011-02-07,1,Urban-Principal Arterial-Interstate,28,0.19,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,7,1
Montana,Rain,2011-05-27,2,Urban-Minor Arterial,3,,Passenger of a Motor Vehicle In-Transport,No,,Female,"Injured, Severity Unknown",2011,5,27,5
Montana,Rain,2011-05-27,2,Urban-Minor Arterial,19,0.22,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,5,27,5
Montana,Rain,2011-05-27,2,Urban-Minor Arterial,19,0.22,Passenger of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,5,27,5
Nebraska,Clear,2011-04-24,1,Rural-Local Road or Street,80,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,4,24,7
Nevada,Clear,2011-03-20,1,Rural-Minor Collector,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,3,20,7
New Mexico,Clear,2011-03-16,1,Rural-Principal Arterial-Interstate,44,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,16,3
New Mexico,Clear,2011-03-16,1,Rural-Principal Arterial-Interstate,77,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,16,3
New York,Snow,2011-01-07,1,Rural-Local Road or Street,34,0.0,Pedestrian,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,7,5
New York,Snow,2011-01-07,1,Rural-Local Road or Street,63,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,7,5
North Carolina,Clear,2011-01-05,1,Rural-Minor Arterial,30,0.23,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,5,3
North Dakota,Clear,2011-06-25,1,Rural-Local Road or Street,15,0.18,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,6,25,6
Ohio,Clear,2011-02-18,3,Rural-Local Road or Street,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,18,5
Oklahoma,"Fog, Smog, Smoke",2011-01-18,1,Urban-Local Road or Street,20,0.0,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,18,2
Oregon,Cloudy,2011-02-18,1,Rural-Principal Arterial-Other,7,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,18,5
Oregon,Cloudy,2011-02-18,1,Rural-Principal Arterial-Other,13,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,18,5
Oregon,Cloudy,2011-02-18,1,Rural-Principal Arterial-Other,45,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,2,18,5
Oregon,Cloudy,2011-02-18,1,Rural-Principal Arterial-Other,66,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,18,5
Oregon,Cloudy,2011-02-18,1,Rural-Principal Arterial-Other,72,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,18,5
Pennsylvania,Snow,2011-01-29,1,Urban-Local Road or Street,55,0.26,Pedestrian,No,Unknown,Male,Fatal Injury (K),2011,1,29,6
Rhode Island,Clear,2011-08-31,2,Rural-Local Road or Street,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,8,31,3
Rhode Island,Clear,2011-08-31,2,Rural-Local Road or Street,17,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,8,31,3
South Dakota,Clear,2011-08-02,5,Rural-Local Road or Street,18,0.0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,8,2,2
South Dakota,Clear,2011-08-02,5,Rural-Local Road or Street,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,8,2,2
South Dakota,Clear,2011-08-02,5,Rural-Local Road or Street,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,8,2,2
South Dakota,Clear,2011-08-02,5,Rural-Local Road or Street,35,,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,8,2,2
Tennessee,Clear,2011-01-27,1,Rural-Principal Arterial-Interstate,37,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,27,4
Tennessee,Clear,2011-01-27,1,Rural-Principal Arterial-Interstate,59,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,27,4
Texas,Clear,2011-01-07,1,Urban-Other Principal Arterial,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,7,5
Texas,Clear,2011-01-07,1,Urban-Other Principal Arterial,30,0.2,Pedestrian,Yes,White,Female,Fatal Injury (K),2011,1,7,5
Utah,Clear,2011-04-22,1,Rural-Minor Collector,21,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,4,22,5
Vermont,Rain,2011-10-13,1,Rural-Major Collector,51,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,10,13,4
Virginia,Clear,2011-01-22,1,Urban-Collector,20,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,22,6
Wisconsin,Cloudy,2011-02-01,1,Urban-Principal Arterial-Other Freeways or Expressways,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,1,2
Wisconsin,Cloudy,2011-02-01,1,Urban-Principal Arterial-Other Freeways or Expressways,38,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,1,2
